4000 3850|1774|0.02|0.89
4000 1774|3850|0.02|0.9
3850 1774|4000|0.02|0.93
4000 1961|3850|0.02|0.91
1961 3850|4000|0.02|0.91
58 274 326|1|0.02|0.92
649 58 274|1|0.02|0.89
58 274 1285|1|0.02|0.89
1304 1 58|274|0.02|0.81
1304 58 274|1|0.02|0.94
649 58 1285|1|0.02|0.89
144 1 274|1285|0.02|0.83
144 1 1285|274|0.02|0.84
144 274 1285|1|0.02|0.93
144 1 649|1285|0.02|0.83
144 1 1285|649|0.02|0.81
144 649 1285|1|0.02|0.98
274 1285 326|1|0.02|0.81
649 274 1285|1|0.02|0.87
274 1010|1 1285|0.02|0.84
1010 1285|1 274|0.02|0.84
1 274 1010|1285|0.02|0.88
1 1010 1285|274|0.02|0.85
274 1010 1285|1|0.02|0.98
4834|1 274 1285|0.02|0.83
1 4834|274 1285|0.02|0.86
274 4834|1 1285|0.02|0.95
4834 1285|1 274|0.02|0.89
1 274 4834|1285|0.02|0.98
1 4834 1285|274|0.02|0.89
274 1285 4834|1|0.02|1.0
649 1010|1 1285|0.02|0.87
1010 1285|1 649|0.02|0.81
1 649 1010|1285|0.02|0.9
1 1010 1285|649|0.02|0.82
649 1010 1285|1|0.02|0.98
649 4834|1 1285|0.02|0.98
4834 1285|1 649|0.02|0.81
1 649 4834|1285|0.02|0.98
1 4834 1285|649|0.02|0.81
649 4834 1285|1|0.02|1.0
1 772 823|1285|0.02|0.89
772 1285 823|1|0.02|0.88
4000 1 3850|1774|0.02|0.88
4000 1 1774|3850|0.02|0.88
4000 3850 1774|1|0.02|0.81
1 3850 1774|4000|0.02|0.93
436 1774|3850 14|0.02|0.81
1774 14|3850 436|0.02|0.88
436 14|3850 1774|0.02|0.93
3850 436 1774|14|0.02|0.82
3850 1774 14|436|0.02|0.94
436 1774 14|3850|0.02|0.98
3850 436 14|1774|0.02|0.94
4000 3850|436 1774|0.02|0.8
4000 436|3850 1774|0.02|0.95
4000 1774|3850 436|0.02|0.81
3850 436|4000 1774|0.02|0.88
3850 1774|4000 436|0.02|0.84
436 1774|4000 3850|0.02|0.9
4000 3850 436|1774|0.02|0.97
4000 3850 1774|436|0.02|0.9
4000 436 1774|3850|0.02|0.98
3850 436 1774|4000|0.02|0.92
